"idcompany","country","channel","profile","idcompany-2","registrationdate","planname","paymentfrequency","lastpaidplan","firstpaymentdate","retirementdate","avgmoninvoices","avgmonbilling","users","downloadreports","helprequests"
1846,"COL","Digital","Empresario",1846,"2021-06-11","consulta","6","pyme","2021-10-04","2023-08-11",39,2492,"7","10","3"
1847,"COL","Digital","Independiente",1847,"2021-12-04","pyme","12",NULL,"2021-12-05",NULL,612,6669,"10","8","2"
1848,"COL","Digital","Contador",1848,"2020-04-05","pyme","12",NULL,"2020-05-31",NULL,2486,8435,"2","7","4"
1849,"COL","Digital","Independiente",1849,"2020-09-30","pyme","12",NULL,"2020-10-01",NULL,1874,2822,"2","10","7"
1850,"COL","Digital","Contador",1850,"2020-02-16","plus","6",NULL,"2020-02-17",NULL,23,7458,"7","5","6"
1851,"COL","Digital","Independiente",1851,"2021-02-14","pyme","6",NULL,"2021-02-15",NULL,50,4339,"4","8","4"
1852,"COL","Digital","Empresario",1852,"2020-04-12","plus","6",NULL,"2020-05-30",NULL,2624,4759,"10","8","7"
1853,"COL","Digital","Independiente",1853,"2022-04-07","pyme","12",NULL,"2022-04-08",NULL,2356,2012,"3","8","8"
1854,"COL","Digital","Independiente",1854,"2022-04-09","pro","12",NULL,"2022-05-10",NULL,33,4194,"3","9","9"
1855,"COL","Digital","Empresario",1855,"2020-10-13","consulta","12","pyme","2020-11-24","2021-02-14",42,6345,"4","6","8"
1856,"COL","Digital","Independiente",1856,"2020-10-26","plus","6",NULL,"2021-03-19",NULL,412,6728,"10","0","5"
1857,"COL","Digital","Contador",1857,"2021-09-25","consulta","6","plus","2021-10-29","2023-03-25",345,6496,"4","4","2"
1858,"COL","Digital","Contador",1858,"2019-02-14","consulta","6","pyme","2019-02-15","2020-04-19",28,6945,"1","0","5"
1859,"COL","Digital","Independiente",1859,"2020-10-17","pyme","6",NULL,"2020-11-21",NULL,106,3680,"3","8","5"
1860,"COL","Digital","Independiente",1860,"2021-06-13","pyme","6",NULL,"2021-06-21",NULL,454,1878,"8","7","6"
1861,"COL","Digital","Independiente",1861,"2019-05-16","pyme","6",NULL,"2019-07-30",NULL,750,3872,"1","8","0"
1862,"COL","Digital","Empresario",1862,"2020-05-26","consulta","6","pro","2020-05-27","2020-08-12",461,6753,"3","8","6"
1863,"COL","Digital","Independiente",1863,"2020-07-07","pyme","6",NULL,"2020-07-16",NULL,6,2133,"5","4","4"
1864,"COL","Digital","Contador",1864,"2021-02-25","pyme","12",NULL,"2021-02-26",NULL,45,9836,"1","3","0"
1865,"COL","Digital","Independiente",1865,"2021-03-13","pro","12",NULL,"2021-06-16",NULL,48,9514,"5","4","10"
1866,"COL","Digital","Contador",1866,"2022-02-03","pyme","12",NULL,"2022-02-04",NULL,1134,2572,"2","2","9"
1867,"COL","Digital","Empresario",1867,"2019-03-24","consulta","6","pyme","2019-07-25","2019-09-22",9,7600,"1","10","8"
1868,"COL","Digital","Empresario",1868,"2019-04-28","pyme","12",NULL,"2019-04-29",NULL,369,5050,"5","7","3"
1869,"COL","Digital","Independiente",1869,"2021-12-25","pyme","6",NULL,"2022-01-28",NULL,177,1539,"4","8","7"
1870,"COL","Digital","Independiente",1870,"2021-11-10","pyme","12",NULL,"2021-12-31",NULL,283,4261,"3","0","2"
1871,"COL","Digital","Empresario",1871,"2021-09-13","consulta","12","pro","2021-11-15","2022-01-07",389,3691,"7","4","8"
1872,"COL","Digital","Empresario",1872,"2019-04-12","pro","12",NULL,"2019-05-29",NULL,2560,5260,"8","0","0"
1873,"COL","Digital","Independiente",1873,"2021-09-04","pyme","6",NULL,"2021-09-09",NULL,34,3811,"5","3","9"
1874,"COL","Digital","Empresario",1874,"2020-03-03","consulta","6","pro","2020-06-01","2021-09-04",82,1666,"8","10","7"
1875,"COL","Digital","Empresario",1875,"2021-06-28","pyme","12",NULL,"2021-07-07",NULL,1216,5674,"10","6","0"
1876,"COL","Digital","Contador",1876,"2020-07-16","pro","6",NULL,"2020-07-25",NULL,2687,7608,"5","2","7"
1877,"COL","Digital","Empresario",1877,"2021-11-04","pyme","6",NULL,"2021-11-05",NULL,32,4974,"2","3","2"
1878,"COL","Digital","Contador",1878,"2019-08-26","pyme","6",NULL,"2019-12-14",NULL,2830,6402,"8","6","2"
1879,"COL","Digital","Empresario",1879,"2019-09-23","pyme","12",NULL,"2019-12-04",NULL,214,8743,"10","1","9"
1880,"COL","Digital","Independiente",1880,"2019-04-20","consulta","6","pyme","2019-04-21","2020-10-19",34,7480,"8","7","10"
1881,"COL","Digital","Empresario",1881,"2020-05-13","pyme","12",NULL,"2020-07-07",NULL,20,5902,"1","2","2"
1882,"COL","Digital","Empresario",1882,"2020-01-22","pyme","12",NULL,"2020-03-17",NULL,440,6501,"9","4","1"
1883,"COL","Digital","Empresario",1883,"2022-04-07","pyme","12",NULL,"2022-04-30",NULL,47,4777,"1","4","9"
1884,"COL","Digital","Contador",1884,"2019-07-23","consulta","12","pro","2019-09-23","2021-08-09",81,2330,"5","5","7"
1885,"COL","Digital","Contador",1885,"2020-12-30","pyme","12",NULL,"2020-12-31",NULL,263,8265,"1","4","2"
1886,"COL","Digital","Independiente",1886,"2020-10-07","pyme","6",NULL,"2020-12-21",NULL,871,5383,"5","3","3"
1887,"COL","Digital","Independiente",1887,"2019-03-03","consulta","12",NULL,NULL,NULL,18,1402,"6","8","8"
1888,"COL","Digital","Independiente",1888,"2019-04-02","pyme","6",NULL,"2019-05-13",NULL,44,2143,"1","8","6"
1889,"COL","Digital","Empresario",1889,"2019-07-05","consulta","12",NULL,NULL,NULL,7,6884,"7","5","3"
1890,"COL","Digital","Empresario",1890,"2020-05-26","plus","6",NULL,"2020-09-09",NULL,2165,2324,"2","5","5"
1891,"COL","Digital","Empresario",1891,"2019-02-13","pyme","12",NULL,"2019-02-20",NULL,406,9874,"4","10","10"
1892,"COL","Digital","Empresario",1892,"2019-02-18","consulta","6",NULL,NULL,NULL,67,2961,"1","8","6"
1893,"COL","Digital","Independiente",1893,"2021-09-04","consulta","6","pro","2021-11-16","2022-03-02",342,2272,"7","10","3"
1894,"COL","Digital","Empresario",1894,"2019-06-11","pyme","6",NULL,"2019-08-21",NULL,276,6160,"7","10","4"
1895,"COL","Digital","Empresario",1895,"2021-09-30","pyme","6",NULL,"2021-10-08",NULL,39,5861,"7","5","3"
1896,"COL","Digital","Empresario",1896,"2021-11-19","pyme","6",NULL,"2022-02-27",NULL,970,3418,"8","8","2"
1897,"COL","Digital","Independiente",1897,"2019-08-03","pyme","12",NULL,"2019-08-04",NULL,13,7785,"3","4","1"
1898,"COL","Digital","Empresario",1898,"2019-07-06","consulta","12","pro","2019-08-26","2020-02-25",376,4632,"9","5","3"
1899,"COL","Digital","Empresario",1899,"2020-01-12","pro","6",NULL,"2020-01-27",NULL,63,9726,"1","5","0"
1900,"COL","Digital","Independiente",1900,"2022-01-16","pyme","12",NULL,"2022-01-17",NULL,0,2750,"4","0","10"
1901,"COL","Digital","Empresario",1901,"2021-11-04","plus","6",NULL,"2022-02-05",NULL,19,7498,"1","3","7"
1902,"COL","Digital","Empresario",1902,"2022-01-14","pro","6",NULL,"2022-01-20",NULL,1207,8767,"6","6","2"
1903,"COL","Digital","Empresario",1903,"2020-07-06","pyme","6",NULL,"2020-09-16",NULL,2639,9373,"7","5","4"
1904,"COL","Digital","Empresario",1904,"2021-09-08","consulta","6","plus","2021-12-05","2022-04-02",197,9984,"3","9","6"
1905,"COL","Digital","Empresario",1905,"2022-04-11","pyme","6",NULL,"2022-07-08",NULL,1068,7641,"9","0","8"
1906,"COL","Digital","Empresario",1906,"2021-10-10","pyme","6",NULL,"2021-11-13",NULL,430,5783,"10","2","3"
1907,"COL","Digital","Independiente",1907,"2019-07-30","pyme","12",NULL,"2019-10-16",NULL,2632,9173,"1","4","10"
1908,"COL","Digital","Independiente",1908,"2021-11-10","pyme","6",NULL,"2021-11-11",NULL,50,3138,"2","5","5"
1909,"COL","Digital","Empresario",1909,"2020-01-17","pyme","6",NULL,"2020-01-24",NULL,29,8866,"8","7","6"
1910,"COL","Digital","Empresario",1910,"2019-04-03","pyme","6",NULL,"2019-09-06",NULL,2343,5572,"7","9","10"
1911,"COL","Digital","Independiente",1911,"2021-03-26","pro","6",NULL,"2021-03-27",NULL,21,6701,"6","2","3"
1912,"COL","Digital","Empresario",1912,"2020-09-08","plus","6",NULL,"2020-11-05",NULL,45,1928,"5","3","5"
1913,"COL","Digital","Empresario",1913,"2021-12-13","consulta","12","plus","2021-12-14","2022-09-16",1715,7970,"10","4","5"
1914,"COL","Digital","Independiente",1914,"2020-11-25","pyme","12",NULL,"2020-11-26",NULL,11,8405,"1","4","2"
1915,"COL","Digital","Independiente",1915,"2022-03-21","pyme","12",NULL,"2022-04-11",NULL,2787,7878,"4","2","8"
1916,"COL","Digital","Independiente",1916,"2021-08-01","pyme","12",NULL,"2021-10-25",NULL,1504,2891,"8","1","0"
1917,"COL","Digital","Contador",1917,"2019-10-25","consulta","12","pro","2019-10-26","2020-09-23",182,5773,"5","7","5"
1918,"COL","Digital","Empresario",1918,"2021-10-20","pyme","6",NULL,"2021-10-21",NULL,190,5771,"7","8","0"
1919,"COL","Digital","Independiente",1919,"2019-07-01","pyme","6",NULL,"2019-09-16",NULL,2096,4106,"8","7","2"
1920,"COL","Digital","Empresario",1920,"2022-03-27","pyme","6",NULL,"2022-03-28",NULL,1418,4343,"4","4","5"
1921,"COL","Digital","Empresario",1921,"2019-12-07","pyme","6",NULL,"2020-01-10",NULL,257,7723,"10","1","1"
1922,"COL","Digital","Empresario",1922,"2022-03-23","pyme","6",NULL,"2022-04-05",NULL,34,2492,"8","8","6"
1923,"COL","Digital","Independiente",1923,"2019-04-19","pyme","6",NULL,"2019-06-29",NULL,2163,3804,"10","2","6"
1924,"COL","Digital","Contador",1924,"2021-06-23","pyme","6",NULL,"2021-08-09",NULL,5,7052,"10","8","3"
1925,"COL","Digital","Independiente",1925,"2019-05-24","pyme","6",NULL,"2019-05-29",NULL,195,6472,"3","3","1"
1926,"COL","Digital","Independiente",1926,"2019-02-03","pyme","12",NULL,"2019-02-09",NULL,335,4992,"8","0","5"
1927,"COL","Digital","Independiente",1927,"2020-07-02","consulta","12","pro","2020-07-03","2020-07-03",121,4743,"10","3","4"
1928,"COL","Digital","Independiente",1928,"2021-10-17","pyme","12",NULL,"2021-11-03",NULL,492,6176,"4","0","7"
1929,"COL","Digital","Contador",1929,"2019-04-16","pyme","12",NULL,"2019-04-22",NULL,17,6912,"1","6","10"
1930,"COL","Digital","Independiente",1930,"2021-06-03","pyme","12",NULL,"2021-06-04",NULL,10,9519,"7","4","8"
1931,"COL","Digital","Independiente",1931,"2021-01-25","pro","6",NULL,"2021-03-10",NULL,2222,4665,"4","10","9"
1932,"COL","Digital","Empresario",1932,"2019-08-04","consulta","6","pro","2019-11-03","2020-01-05",156,5111,"8","3","8"
1933,"COL","Digital","Empresario",1933,"2020-04-21","pyme","12",NULL,"2020-07-16",NULL,450,9860,"3","1","1"
1934,"COL","Digital","Independiente",1934,"2021-02-21","pyme","6",NULL,"2021-04-01",NULL,409,8533,"6","7","6"
1935,"COL","Digital","Contador",1935,"2021-07-27","plus","12",NULL,"2021-07-28",NULL,493,2429,"9","8","5"
1936,"COL","Digital","Contador",1936,"2021-09-12","consulta","6",NULL,NULL,NULL,60,1825,"2","3","7"
1937,"COL","Digital","Empresario",1937,"2019-07-22","pyme","6",NULL,"2019-07-23",NULL,861,9336,"10","7","9"
1938,"COL","Digital","Empresario",1938,"2021-07-24","pyme","12",NULL,"2021-08-27",NULL,1752,3389,"6","2","7"
1939,"COL","Digital","Independiente",1939,"2020-11-10","consulta","12","pro","2020-11-20","2022-03-12",268,2173,"8","3","2"
1940,"COL","Digital","Empresario",1940,"2021-07-25","pyme","12",NULL,"2021-08-15",NULL,19,4455,"9","8","0"
1941,"COL","Digital","Empresario",1941,"2019-04-14","pyme","12",NULL,"2019-06-27",NULL,221,9263,"6","0","3"
1942,"COL","Digital","Empresario",1942,"2020-08-28","pyme","6",NULL,"2020-08-29",NULL,177,4988,"2","0","4"
1943,"COL","Digital","Empresario",1943,"2021-06-13","pyme","12",NULL,"2021-06-14",NULL,11,8427,"1","5","6"
1944,"COL","Digital","Independiente",1944,"2020-06-11","consulta","6","pro","2020-08-12","2021-11-06",201,2506,"2","6","0"
1945,"COL","Digital","Empresario",1945,"2020-12-19","pyme","12",NULL,"2020-12-26",NULL,35,9885,"3","3","4"
1946,"COL","Digital","Contador",1946,"2022-02-25","pyme","6",NULL,"2022-04-11",NULL,50,9814,"6","3","8"
1947,"COL","Digital","Independiente",1947,"2022-02-16","pro","12",NULL,"2022-02-27",NULL,449,6415,"1","6","4"
1948,"COL","Digital","Empresario",1948,"2019-08-18","pyme","12",NULL,"2019-08-19",NULL,2630,2479,"8","2","1"
1949,"COL","Digital","Empresario",1949,"2020-05-27","pyme","6",NULL,"2020-06-08",NULL,140,7631,"7","8","7"
1950,"COL","Digital","Independiente",1950,"2020-01-20","pyme","12",NULL,"2020-04-09",NULL,8,9381,"1","8","2"
1951,"COL","Digital","Contador",1951,"2019-05-17","pyme","12",NULL,"2019-05-18",NULL,1137,6318,"5","6","6"
1952,"COL","Digital","Empresario",1952,"2019-04-13","consulta","6","pyme","2019-04-14","2019-04-14",40,5093,"6","6","10"
1953,"COL","Digital","Contador",1953,"2020-01-13","consulta","6","pyme","2020-01-29","2020-06-02",50,4324,"7","9","8"
1954,"COL","Digital","Independiente",1954,"2019-03-04","consulta","12",NULL,NULL,NULL,39,8665,"7","1","10"
1955,"COL","Digital","Empresario",1955,"2020-10-09","plus","12",NULL,"2020-11-12",NULL,1586,7424,"1","0","2"
1956,"COL","Digital","Empresario",1956,"2019-11-04","consulta","12","pyme","2020-04-27","2021-03-09",38,8591,"1","9","7"
1957,"COL","Digital","Independiente",1957,"2019-12-19","consulta","12","pyme","2020-03-05","2020-04-24",17,9158,"10","2","2"
1958,"COL","Digital","Empresario",1958,"2020-06-26","plus","12",NULL,"2020-06-27",NULL,942,8012,"4","8","6"
1959,"COL","Digital","Empresario",1959,"2022-03-20","pyme","12",NULL,"2022-09-06",NULL,385,5795,"9","0","2"
1960,"COL","Digital","Contador",1960,"2021-09-01","pyme","6",NULL,"2021-09-02",NULL,440,4303,"9","6","3"
1961,"COL","Digital","Empresario",1961,"2019-05-26","pyme","6",NULL,"2019-09-14",NULL,226,7669,"2","8","5"
1962,"COL","Digital","Empresario",1962,"2021-02-08","plus","6",NULL,"2021-03-26",NULL,1917,3446,"2","9","7"
1963,"COL","Digital","Contador",1963,"2021-05-14","consulta","12","plus","2021-05-29","2021-07-26",2308,9567,"9","4","8"
1964,"COL","Digital","Empresario",1964,"2019-01-26","consulta","6",NULL,NULL,NULL,45,7293,"4","0","8"
1965,"COL","Digital","Empresario",1965,"2020-02-06","pro","12",NULL,"2020-02-07",NULL,2485,4798,"3","7","10"
1966,"COL","Digital","Empresario",1966,"2020-09-18","pyme","12",NULL,"2021-01-06",NULL,32,8993,"7","4","2"
1967,"COL","Digital","Independiente",1967,"2019-05-23","consulta","12","plus","2019-10-09","2020-01-16",413,7760,"1","9","6"
1968,"COL","Digital","Contador",1968,"2020-02-18","plus","6",NULL,"2020-02-19",NULL,443,1357,"2","2","6"
1969,"COL","Digital","Contador",1969,"2019-08-31","pyme","6",NULL,"2019-09-17",NULL,19,4242,"6","8","4"
1970,"COL","Digital","Empresario",1970,"2020-05-15","plus","12",NULL,"2020-06-07",NULL,293,9418,"10","6","2"
1971,"COL","Digital","Contador",1971,"2019-01-26","pro","12",NULL,"2019-03-07",NULL,8,5063,"8","9","0"
1972,"COL","Digital","Empresario",1972,"2020-11-19","pyme","12",NULL,"2020-11-20",NULL,1084,3678,"2","1","5"
1973,"COL","Digital","Empresario",1973,"2020-07-30","pyme","12",NULL,"2020-07-31",NULL,20,9836,"6","2","3"
1974,"COL","Digital","Independiente",1974,"2022-01-14","pyme","12",NULL,"2022-01-15",NULL,1307,7460,"8","7","0"
1975,"COL","Digital","Contador",1975,"2021-08-21","pro","6",NULL,"2021-09-01",NULL,0,5007,"3","4","3"
1976,"COL","Digital","Empresario",1976,"2020-06-24","pyme","12",NULL,"2020-08-28",NULL,2417,6956,"6","4","10"
1977,"COL","Digital","Empresario",1977,"2021-11-27","pyme","6",NULL,"2021-11-28",NULL,2212,2587,"3","3","10"
1978,"COL","Digital","Empresario",1978,"2019-03-09","pro","6",NULL,"2019-06-15",NULL,2297,5136,"5","8","4"
1979,"COL","Digital","Empresario",1979,"2022-03-01","pyme","6",NULL,"2022-05-15",NULL,462,2535,"2","4","0"
1980,"COL","Digital","Independiente",1980,"2022-02-01","consulta","6","pyme","2022-05-01","2022-05-01",48,4135,"9","9","5"
1981,"COL","Digital","Independiente",1981,"2020-09-26","consulta","12","pyme","2020-09-27","2022-08-24",49,4484,"8","4","10"
1982,"COL","Digital","Empresario",1982,"2019-08-23","pyme","6",NULL,"2019-11-01",NULL,108,3593,"10","1","5"
1983,"COL","Digital","Empresario",1983,"2021-03-20","consulta","12","pyme","2021-03-21","2021-03-21",10,8396,"3","1","6"
1984,"COL","Digital","Independiente",1984,"2020-02-24","pyme","6",NULL,"2020-02-25",NULL,386,7870,"6","4","3"
1985,"COL","Digital","Independiente",1985,"2020-11-15","pyme","12",NULL,"2021-01-31",NULL,1346,8749,"6","7","0"
1986,"COL","Digital","Empresario",1986,"2020-10-20","pro","12",NULL,"2020-12-03",NULL,121,1421,"5","1","1"
1987,"COL","Digital","Empresario",1987,"2021-01-07","consulta","6","pro","2021-02-12","2021-04-04",136,4052,"4","7","8"
1988,"COL","Digital","Empresario",1988,"2019-12-17","pro","12",NULL,"2020-03-03",NULL,106,1924,"2","5","2"
1989,"COL","Digital","Contador",1989,"2019-06-21","pro","12",NULL,"2019-09-13",NULL,81,4293,"3","7","4"
1990,"COL","Digital","Independiente",1990,"2021-04-22","consulta","6",NULL,NULL,NULL,25,6607,"1","10","5"
1991,"COL","Digital","Contador",1991,"2019-09-06","pyme","6",NULL,"2019-09-07",NULL,227,4383,"4","7","9"
1992,"COL","Digital","Independiente",1992,"2021-03-04","pro","12",NULL,"2021-05-25",NULL,15,5928,"8","4","0"
1993,"COL","Digital","Empresario",1993,"2021-05-12","pro","12",NULL,"2021-05-16",NULL,299,4384,"5","10","8"
1994,"COL","Digital","Independiente",1994,"2021-09-05","consulta","6","plus","2021-12-06","2023-09-29",1060,9005,"2","8","5"
1995,"COL","Digital","Contador",1995,"2021-07-28","pro","6",NULL,"2021-08-21",NULL,653,1796,"5","8","4"
1996,"COL","Digital","Contador",1996,"2019-12-28","pyme","12",NULL,"2020-02-22",NULL,1578,6545,"8","4","6"
1997,"COL","Digital","Independiente",1997,"2022-01-13","pyme","12",NULL,"2022-01-14",NULL,32,1929,"6","0","1"
1998,"COL","Digital","Empresario",1998,"2020-12-06","pro","6",NULL,"2021-01-25",NULL,874,4025,"2","9","1"
1999,"COL","Digital","Independiente",1999,"2020-02-08","pyme","6",NULL,"2020-03-14",NULL,2170,3385,"5","5","2"
2000,"COL","Digital","Independiente",2000,"2020-09-25","consulta","6","pro","2020-11-17","2021-01-11",97,1820,"1","6","0"
2001,"COL","Digital","Empresario",2001,"2021-05-30","plus","6",NULL,"2021-06-29",NULL,312,7781,"8","0","1"
2002,"COL","Digital","Independiente",2002,"2020-09-04","consulta","12","plus","2020-09-20","2020-12-01",2906,5955,"6","9","7"
2003,"COL","Digital","Empresario",2003,"2019-10-31","pyme","12",NULL,"2019-12-11",NULL,30,9562,"7","1","3"
2004,"COL","Digital","Empresario",2004,"2020-12-20","consulta","12","plus","2020-12-26","2022-04-19",179,9883,"2","3","3"
2005,"COL","Digital","Empresario",2005,"2020-06-23","pro","6",NULL,"2020-10-16",NULL,276,7548,"5","9","4"
2006,"COL","Digital","Independiente",2006,"2022-02-01","pyme","6",NULL,"2022-02-02",NULL,334,2022,"6","7","0"
2007,"COL","Digital","Contador",2007,"2021-06-05","consulta","12","pro","2021-07-15","2022-08-15",332,6832,"10","3","3"
2008,"COL","Digital","Empresario",2008,"2021-10-18","plus","6",NULL,"2021-10-19",NULL,21,2329,"5","2","1"
2009,"COL","Digital","Empresario",2009,"2019-09-24","pyme","6",NULL,"2019-10-01",NULL,7,6420,"4","10","5"
2010,"COL","Digital","Empresario",2010,"2020-11-29","pyme","6",NULL,"2021-04-27",NULL,734,7664,"7","9","9"
2011,"COL","Digital","Empresario",2011,"2020-11-06","pyme","12",NULL,"2020-12-06",NULL,1515,5457,"9","2","3"
2012,"COL","Digital","Empresario",2012,"2019-07-31","pyme","12",NULL,"2019-10-01",NULL,2760,6839,"9","1","4"
2013,"COL","Digital","Contador",2013,"2020-05-13","pyme","6",NULL,"2020-05-14",NULL,2469,3043,"8","7","1"
2014,"COL","Digital","Contador",2014,"2020-06-26","pyme","6",NULL,"2020-06-27",NULL,164,7174,"4","9","7"
2015,"COL","Digital","Empresario",2015,"2020-12-23","pyme","12",NULL,"2021-02-07",NULL,2952,7022,"10","5","10"
2016,"COL","Digital","Empresario",2016,"2021-09-25","pyme","6",NULL,"2021-09-28",NULL,398,1696,"10","4","7"
2017,"COL","Digital","Empresario",2017,"2019-03-21","pyme","12",NULL,"2019-05-11",NULL,2572,6669,"8","2","4"
2018,"COL","Digital","Empresario",2018,"2021-06-05","consulta","12",NULL,NULL,NULL,58,9022,"9","9","2"
2019,"COL","Digital","Empresario",2019,"2020-08-31","pyme","6",NULL,"2020-11-18",NULL,14,9025,"1","2","8"
2020,"COL","Digital","Contador",2020,"2021-08-15","pyme","6",NULL,"2021-10-05",NULL,2216,1048,"9","2","8"
2021,"COL","Digital","Independiente",2021,"2019-10-08","plus","6",NULL,"2019-11-04",NULL,129,3483,"5","1","5"
2022,"COL","Digital","Contador",2022,"2022-03-19","pyme","6",NULL,"2022-08-15",NULL,2255,6705,"4","4","0"
2023,"COL","Digital","Empresario",2023,"2022-04-04","pro","6",NULL,"2022-04-05",NULL,1616,4524,"2","4","5"
2024,"COL","Digital","Empresario",2024,"2021-08-24","pyme","6",NULL,"2021-08-25",NULL,1462,3684,"5","1","3"
2025,"COL","Digital","Independiente",2025,"2021-02-05","pyme","12",NULL,"2021-06-07",NULL,441,9178,"6","8","9"
2026,"COL","Digital","Empresario",2026,"2019-01-12","pro","12",NULL,"2019-05-15",NULL,2499,6413,"10","10","8"
2027,"COL","Digital","Empresario",2027,"2020-09-14","pro","6",NULL,"2020-10-04",NULL,290,4806,"10","8","7"
2028,"COL","Digital","Empresario",2028,"2020-06-30","consulta","12","pro","2020-10-12","2021-11-02",230,6663,"5","1","7"
2029,"COL","Digital","Empresario",2029,"2021-10-13","pyme","12",NULL,"2021-12-31",NULL,398,5520,"10","2","8"
2030,"COL","Digital","Empresario",2030,"2020-08-09","pyme","12",NULL,"2020-08-10",NULL,34,4918,"6","10","9"
2031,"COL","Digital","Empresario",2031,"2020-08-15","pyme","6",NULL,"2020-08-16",NULL,2700,9756,"10","6","6"
2032,"COL","Digital","Empresario",2032,"2020-06-30","plus","12",NULL,"2020-10-14",NULL,31,3070,"1","0","8"
2033,"COL","Digital","Independiente",2033,"2020-07-15","pro","12",NULL,"2020-09-10",NULL,1485,6646,"5","5","9"
2034,"COL","Digital","Contador",2034,"2019-02-16","pyme","6",NULL,"2019-02-17",NULL,2270,9414,"8","9","9"
2035,"COL","Digital","Empresario",2035,"2019-11-12","plus","6",NULL,"2020-01-18",NULL,403,5597,"10","6","9"
2036,"COL","Digital","Independiente",2036,"2019-12-21","pro","6",NULL,"2020-03-05",NULL,2953,4421,"3","1","3"
2037,"COL","Digital","Empresario",2037,"2020-06-12","consulta","12","pro","2020-07-18","2021-07-08",331,8191,"1","5","10"
2038,"COL","Digital","Empresario",2038,"2019-04-28","consulta","6","plus","2019-06-09","2020-04-04",1246,3068,"2","3","3"
2039,"COL","Digital","Independiente",2039,"2019-10-25","pyme","6",NULL,"2019-11-24",NULL,325,5448,"10","3","9"
2040,"COL","Digital","Contador",2040,"2019-07-02","pro","6",NULL,"2019-08-14",NULL,469,6459,"3","9","8"
2041,"COL","Digital","Empresario",2041,"2020-04-15","pyme","6",NULL,"2020-08-17",NULL,198,3865,"2","0","0"
2042,"COL","Digital","Independiente",2042,"2021-05-27","consulta","12","pyme","2021-05-28","2022-10-26",18,3075,"1","1","7"
2043,"COL","Digital","Contador",2043,"2019-07-11","pro","12",NULL,"2019-08-30",NULL,13,4561,"10","5","10"
2044,"COL","Digital","Independiente",2044,"2021-11-05","pyme","6",NULL,"2021-11-06",NULL,149,9639,"5","6","0"
2045,"COL","Digital","Empresario",2045,"2019-11-14","pyme","12",NULL,"2020-02-17",NULL,43,9354,"3","5","6"
2046,"COL","Digital","Independiente",2046,"2020-01-08","pyme","12",NULL,"2020-01-09",NULL,2010,2321,"6","1","5"
2047,"COL","Digital","Contador",2047,"2021-01-03","pyme","12",NULL,"2021-04-15",NULL,295,2782,"10","4","4"
2048,"COL","Digital","Empresario",2048,"2019-08-12","pyme","12",NULL,"2020-01-31",NULL,209,1911,"7","4","5"
2049,"COL","Digital","Independiente",2049,"2020-01-09","consulta","6",NULL,NULL,NULL,3,6455,"6","3","6"
2050,"COL","Digital","Contador",2050,"2021-08-02","consulta","6","pro","2021-09-23","2022-02-02",111,3766,"5","1","6"
2051,"COL","Digital","Empresario",2051,"2020-08-12","pyme","6",NULL,"2020-12-07",NULL,265,1317,"6","0","2"
2052,"COL","Digital","Empresario",2052,"2021-07-17","plus","12",NULL,"2021-07-18",NULL,4,4043,"2","8","2"
2053,"COL","Digital","Empresario",2053,"2020-02-08","pro","12",NULL,"2020-02-09",NULL,71,9363,"5","4","3"
2054,"COL","Digital","Independiente",2054,"2021-10-01","pyme","6",NULL,"2021-11-30",NULL,2715,8938,"10","10","8"
2055,"COL","Digital","Empresario",2055,"2019-07-04","consulta","12","plus","2019-08-27","2020-06-11",1180,9946,"9","0","9"
2056,"COL","Digital","Empresario",2056,"2020-06-23","pyme","12",NULL,"2020-08-03",NULL,442,5037,"3","9","7"
2057,"COL","Digital","Contador",2057,"2020-03-13","plus","12",NULL,"2020-03-14",NULL,12,6794,"6","9","10"
2058,"COL","Digital","Independiente",2058,"2019-10-10","pyme","12",NULL,"2019-10-27",NULL,423,3062,"7","10","7"
2059,"COL","Digital","Empresario",2059,"2021-05-05","pyme","12",NULL,"2021-05-06",NULL,19,4718,"8","10","7"
2060,"COL","Digital","Contador",2060,"2021-06-27","pyme","12",NULL,"2021-08-29",NULL,341,7990,"7","10","6"
2061,"COL","Digital","Empresario",2061,"2020-06-20","pyme","12",NULL,"2020-06-21",NULL,1623,6992,"8","10","9"
2062,"COL","Digital","Empresario",2062,"2021-06-04","pyme","12",NULL,"2021-06-05",NULL,1439,1956,"9","4","4"
2063,"COL","Digital","Empresario",2063,"2021-01-15","pyme","6",NULL,"2021-03-15",NULL,862,5925,"2","1","10"
2064,"COL","Digital","Independiente",2064,"2020-07-04","pro","6",NULL,"2020-09-09",NULL,1755,6190,"8","9","3"
2065,"COL","Digital","Contador",2065,"2019-01-15","pyme","12",NULL,"2019-04-06",NULL,216,7247,"3","3","9"
2066,"COL","Digital","Contador",2066,"2019-09-30","pyme","12",NULL,"2019-10-17",NULL,35,7256,"3","4","8"
2067,"COL","Digital","Empresario",2067,"2021-07-27","consulta","6","pyme","2021-08-15","2021-08-15",3,4906,"8","5","10"
2068,"COL","Digital","Empresario",2068,"2021-08-20","plus","12",NULL,"2021-09-11",NULL,14,5621,"4","1","10"
2069,"COL","Digital","Empresario",2069,"2021-09-25","consulta","6","plus","2021-09-26","2022-02-25",2116,1405,"6","2","5"
