"id","gaiia_id","status","gaiia_status","City","name","created_at"
65546,67916,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-26 21:47:00.000
39738,45038,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-11-08 15:15:35.000
60036,62831,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-02-05 16:35:36.000
65426,67805,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2025-02-26 17:27:37.000
58392,61343,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2025-01-29 16:28:00.000
17635,25964,Instalaciones,INACTIVE,Cartagena,OLAYA SECTOR CENTRAL,2024-06-18 18:47:09.000
39746,45035,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 15:30:32.000
37627,43304,Instalaciones,ACTIVE,Cartagena,PARAISO II,2024-10-29 23:11:00.000
39744,45071,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-08 15:26:40.000
39745,45047,Instalaciones,ACTIVE,Cartagena,PALESTINA,2024-11-08 15:27:30.000
64153,66624,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-21 14:49:46.000
64154,66907,Instalaciones,ACTIVE,Cartagena,CIUDADELA BICENTENARIO,2025-02-21 14:50:12.000
52753,56581,Instalaciones,SUSPENDED,Cartagena,PROVIDENCIA,2025-01-09 11:52:19.000
39747,45092,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-11-08 15:31:22.000
68869,71088,Instalaciones,ACTIVE,Cartagena,UB NUEVA VENECIA,2025-03-12 13:50:20.000
42218,47201,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-11-19 15:10:37.000
45193,49798,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-30 16:24:39.000
19426,27401,Instalaciones,SUSPENDED,Cartagena,BOSTON,2024-07-03 17:59:22.000
55618,59053,Instalaciones,ACTIVE,Cartagena,LA MARIA,2025-01-19 17:55:40.000
58395,61260,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 16:36:38.000
7220,19265,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LA CONQUISTA II,2023-11-14 17:00:00.000
37647,43351,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2024-10-30 11:37:50.000
58399,61264,Instalaciones,ACTIVE,Cartagena,NARIÑO,2025-01-29 16:43:11.000
19253,27225,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR FRANCISCO DE PAULA II,2024-07-01 17:20:42.000
39755,45094,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-08 15:40:38.000
37648,43349,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 11:45:25.000
37633,43315,Instalaciones,ACTIVE,Cartagena,TORICES,2024-10-29 23:27:25.000
58402,61266,Instalaciones,SUSPENDED,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-29 16:45:50.000
37650,43280,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 13:15:11.000
46849,51275,Instalaciones,ACTIVE,Cartagena,SAN JOSE DE LOS CAMPANOS,2024-12-10 15:19:16.000
58400,61265,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 16:44:21.000
39759,45045,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 15:44:20.000
22018,29814,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-07-27 15:15:56.000
39760,45077,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2024-11-08 15:44:53.000
39765,45057,Instalaciones,INACTIVE,Barranquilla,"7 DE ABRIL",2024-11-08 15:48:06.000
58403,61267,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2025-01-29 16:47:44.000
58404,61268,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 16:51:58.000
58414,61389,Instalaciones,ACTIVE,Cartagena,LOS JARDINES,2025-01-29 17:12:04.000
58419,61282,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 17:21:40.000
65555,67955,Instalaciones,ACTIVE,Cartagena,JORGE ELIECER GAITAN,2025-02-26 22:00:08.000
59048,61954,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-31 21:35:50.000
37656,43530,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-10-30 13:54:00.000
37661,43532,Instalaciones,ACTIVE,Cartagena,VILLA HERMOSA,2024-10-30 14:02:24.000
19427,27386,Instalaciones,ACTIVE,Cartagena,NUEVO PARAISO,2024-07-03 18:00:15.000
37662,43533,Instalaciones,SUSPENDED,Cartagena,PABLO VI II,2024-10-30 14:07:09.000
39766,45053,Instalaciones,INACTIVE,Cartagena,LA ESPERANZA,2024-11-08 15:48:58.000
32440,39043,Instalaciones,ACTIVE,Cartagena,LA MARIA,2024-10-04 21:53:59.000
39770,45062,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-11-08 15:55:27.000
39772,45160,Instalaciones,ACTIVE,Cartagena,PALESTINA,2024-11-08 16:00:10.000
58420,61283,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 17:26:02.000
62161,64789,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2025-02-13 19:37:20.000
58426,61287,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2025-01-29 17:33:50.000
65439,67820,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-02-26 17:51:33.000
37665,43534,Instalaciones,SUSPENDED,Cartagena,LA MARIA,2024-10-30 14:13:19.000
19050,27003,Instalaciones,INACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-06-28 13:57:01.000
37671,43323,Instalaciones,ACTIVE,Cartagena,CERRO DE LA POPA,2024-10-30 14:25:04.000
39775,45070,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 16:04:53.000
39776,45089,Instalaciones,ACTIVE,Cartagena,VILLA ESTELA,2024-11-08 16:04:57.000
64790,67211,Instalaciones,ACTIVE,Cartagena,VILLA SOL,2025-02-24 17:06:36.000
65559,67926,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2025-02-26 22:06:14.000
37678,43515,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 14:53:53.000
58432,61337,Instalaciones,ACTIVE,Cartagena,LOS ALPES,2025-01-29 17:44:53.000
37683,43367,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:05:54.000
37684,43350,Instalaciones,INACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-30 15:05:59.000
37686,43369,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 15:08:41.000
39781,45111,Instalaciones,ACTIVE,Cartagena,PARAISO II,2024-11-08 16:18:34.000
39782,45113,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-11-08 16:19:36.000
39779,45078,Instalaciones,SUSPENDED,Barranquilla,SANTO DOMINGO DE GUZMAN,2024-11-08 16:14:43.000
39783,45081,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2024-11-08 16:20:27.000
39784,45083,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-11-08 16:23:25.000
64033,66511,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR STELLA,2025-02-20 20:22:28.000
37688,43370,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:09:41.000
6582,18650,Instalaciones,INACTIVE,Cartagena,VILLA HERMOSA SECTOR EL CARMEN,2023-09-23 22:11:24.000
58434,61400,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2025-01-29 17:48:22.000
65560,67951,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-02-26 22:07:18.000
37692,43374,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:15:24.000
6584,18654,Instalaciones,ACTIVE,Cartagena,BOSTON,2023-09-25 00:00:00.000
12862,22231,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-04-28 21:10:28.000
65566,67932,Instalaciones,ACTIVE,Cartagena,DANIEL LEMAITRE,2025-02-26 22:20:16.000
37693,43479,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:18:20.000
58440,61434,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-01-29 17:58:51.000
39788,45085,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 16:29:34.000
39790,45095,Instalaciones,ACTIVE,Cartagena,VILLA ROSA,2024-11-08 16:33:48.000
65568,67933,Instalaciones,ACTIVE,Cartagena,NUEVO PARAISO,2025-02-26 22:22:21.000
39791,45090,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 16:34:49.000
58454,61391,Instalaciones,INACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2025-01-29 18:30:14.000
44733,53082,Instalaciones,SUSPENDED,Barranquilla,LAS MALVINAS,2024-11-28 15:36:10.000
39794,45100,Instalaciones,SUSPENDED,Barranquilla,SANTODOMINGO,2024-11-08 16:43:59.000
19051,27006,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2024-06-28 13:57:25.000
58458,61349,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 18:40:16.000
51113,55058,Instalaciones,SUSPENDED,Cartagena,REPUBLICA DE VENEZUELA,2025-01-02 17:23:03.000
55630,59059,Instalaciones,SUSPENDED,Cartagena,PROVIDENCIA,2025-01-20 13:17:50.000
65570,67938,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-02-26 22:24:04.000
32444,39018,Instalaciones,ACTIVE,Cartagena,N.NPUERTA DE HIERRO,2024-10-04 22:10:04.000
62252,64879,Instalaciones,ACTIVE,Cartagena,LA MARIA,2025-02-13 23:29:18.000
62253,64880,Instalaciones,ACTIVE,Cartagena,URBANIZACION COLOMBIATON,2025-02-13 23:36:23.000
58459,61398,Instalaciones,SUSPENDED,Cartagena,VILLAGRANDE DE LA INDIA ETAPA I,2025-01-29 18:45:17.000
36816,42556,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-10-25 20:39:03.000
37232,43090,Instalaciones,ACTIVE,Cartagena,CERRO DE LA POPA,2024-10-28 18:45:59.000
62274,65981,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR FRANCISCO DE PAULA II,2025-02-14 14:13:57.000
39795,45107,Instalaciones,ACTIVE,Cartagena,UB LA ESMERALDA II,2024-11-08 16:45:33.000
58460,61450,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-01-29 18:45:19.000
37697,43379,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 15:27:41.000
19428,27392,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR CENTRAL,2024-07-03 18:04:31.000
37704,43626,Instalaciones,ACTIVE,Cartagena,PETARE,2024-10-30 15:39:55.000
37705,43389,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:40:37.000
39798,45112,Instalaciones,ACTIVE,Cartagena,PALESTINA,2024-11-08 16:47:13.000
65571,67946,Instalaciones,ACTIVE,Cartagena,SAN FRANCISCO,2025-02-26 22:24:13.000
37715,43475,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 15:56:05.000
39800,45102,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-11-08 16:53:17.000
39801,45117,Instalaciones,SUSPENDED,Cartagena,MARIA CANO,2024-11-08 16:56:16.000
19431,27519,Instalaciones,INACTIVE,Cartagena,FREDONIA,2024-07-03 18:13:18.000
2923,15736,Instalaciones,ACTIVE,Cartagena,VILLA VALENTINA,2023-04-18 18:42:18.000
58461,61395,Instalaciones,ACTIVE,Cartagena,LA QUINTA,2025-01-29 18:50:28.000
32451,39034,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-04 22:44:46.000
10122,20606,Instalaciones,SUSPENDED,Cartagena,REPUBLICA DEL LIBANO,2024-02-29 17:00:00.000
59123,62013,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR EL PROGRESO,2025-02-01 14:33:44.000
58462,61645,Instalaciones,ACTIVE,Cartagena,SIMON BOLIVAR,2025-01-29 18:50:35.000
58473,61335,Instalaciones,SUSPENDED,Cartagena,TORICES,2025-01-29 19:29:34.000
34933,40899,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-10-17 14:37:15.000
58474,61403,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2025-01-29 19:34:08.000
37729,43404,Instalaciones,INACTIVE,Barranquilla,LAS AMERICAS,2024-10-30 16:07:28.000
37716,43393,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 15:56:31.000
37736,43424,Instalaciones,INACTIVE,Cartagena,SAN FRANCISCO,2024-10-30 16:16:29.000
37737,43449,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR PLAYA BLANCA,2024-10-30 16:17:45.000
39807,45104,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 17:05:36.000
39808,45106,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 17:06:27.000
39809,45110,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-11-08 17:10:26.000
39859,45140,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-08 19:08:17.000
39810,45115,Instalaciones,SUSPENDED,Cartagena,TORICES,2024-11-08 17:14:48.000
65575,67935,Instalaciones,ACTIVE,Cartagena,URBANIZACION COLOMBIATON,2025-02-26 22:27:42.000
37749,43544,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2024-10-30 16:42:16.000
39811,45118,Instalaciones,ACTIVE,Cartagena,EL EDUCADOR,2024-11-08 17:17:26.000
39813,45108,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 17:20:34.000
39814,45154,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-08 17:26:31.000
58476,61418,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LOS OLIVOS,2025-01-29 19:49:37.000
6586,18656,Instalaciones,SUSPENDED,Cartagena,EL POZON,2023-09-25 17:00:00.000
58944,61856,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-31 18:10:34.000
62368,64988,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-14 17:16:02.000
58477,61358,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2025-01-29 19:51:48.000
65379,67772,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-02-26 15:57:34.000
65585,67953,Instalaciones,ACTIVE,Cartagena,NUEVA JERUSALEN,2025-02-26 23:13:23.000
10114,20600,Instalaciones,SUSPENDED,Cartagena,REPUBLICA DEL LIBANO,2024-03-05 11:37:09.325
46221,50868,Instalaciones,ACTIVE,Cartagena,DANIEL LEMAITRE,2024-12-06 18:32:33.000
65590,67943,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-27 00:27:26.000
39815,45109,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-11-08 17:26:41.000
39817,45138,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-11-08 17:33:47.000
39818,45124,Instalaciones,ACTIVE,Cartagena,PALESTINA,2024-11-08 17:34:43.000
67303,69585,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2025-03-06 15:43:21.000
46222,50869,Instalaciones,ACTIVE,Cartagena,A.S.D,2024-12-06 18:37:41.000
19435,27396,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-07-03 18:33:54.000
39819,45139,Instalaciones,ACTIVE,Cartagena,LA PAZ,2024-11-08 17:36:57.000
51100,55061,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2025-01-02 17:03:12.000
58478,62037,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-29 19:54:11.000
62411,65052,Instalaciones,ACTIVE,Cartagena,N.N,2025-02-14 19:01:56.000
65591,67944,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2025-02-27 00:58:40.000
37757,43545,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-10-30 16:55:01.000
37762,43422,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 17:01:40.000
37763,43617,Instalaciones,ACTIVE,Cartagena,PETARE,2024-10-30 17:02:40.000
58484,61372,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 20:01:11.000
39822,45125,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 17:38:31.000
39824,45127,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-11-08 17:40:52.000
39825,45129,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-08 17:51:27.000
39829,45165,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 18:08:46.000
58486,61365,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2025-01-29 20:08:37.000
39841,45152,Instalaciones,ACTIVE,Cartagena,PARAISO II,2024-11-08 18:43:21.000
37719,43391,Instalaciones,ACTIVE,Cartagena,SAN FRANCISCO,2024-10-30 15:58:24.000
39839,45147,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL CARIBE,2024-11-08 18:34:28.000
39325,44710,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-06 17:00:00.000
37767,43453,Instalaciones,INACTIVE,Barranquilla,CIUDADELA 20 DE JULIO,2024-10-30 17:16:50.000
39833,45169,Instalaciones,ACTIVE,Cartagena,MARIA AUXILIADORA,2024-11-08 18:27:49.000
39840,45174,Instalaciones,ACTIVE,Cartagena,NUEVA DELHI,2024-11-08 18:40:13.000
64159,66640,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-21 15:03:12.000
23272,30813,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-08-08 13:49:53.000
45412,50035,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-12-03 16:14:06.000
36125,42062,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-10-23 15:22:04.000
39843,45153,Instalaciones,INACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-11-08 18:44:55.000
58489,61427,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RICAURTE,2025-01-29 20:09:45.000
39844,45132,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-11-08 18:46:01.000
39847,45155,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-11-08 18:51:53.000
39845,45156,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-11-08 18:47:36.000
39848,45157,Instalaciones,SUSPENDED,Cartagena,LA ESMERALDA I,2024-11-08 18:52:22.000
58488,61419,Instalaciones,ACTIVE,Cartagena,PARAISO,2025-01-29 20:09:53.000
65602,68000,Instalaciones,ACTIVE,Cartagena,NUEVO PARAISO,2025-02-27 13:31:16.000
39851,45201,Instalaciones,ACTIVE,Cartagena,LOMA FRESCA,2024-11-08 18:57:55.000
39855,45158,Instalaciones,INACTIVE,Cartagena,LA MARIA,2024-11-08 19:02:38.000
58490,61422,Instalaciones,ACTIVE,Cartagena,VILLA FANY,2025-01-29 20:10:52.000
39856,45389,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR CENTRAL,2024-11-08 19:03:06.000
39857,45162,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-11-08 19:04:47.000
58491,61420,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2025-01-29 20:10:53.000
46174,50579,Instalaciones,ACTIVE,Cartagena,VEINTE DE JULIO SUR,2024-12-06 15:43:56.000
54896,58431,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2025-01-16 16:40:51.000
52679,56286,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2025-01-08 19:56:15.000
62489,65108,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-02-14 21:24:34.000
65606,67974,Instalaciones,ACTIVE,Cartagena,LA ESPERANZA,2025-02-27 13:40:30.000
39861,45168,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-11-08 19:08:46.000
37779,43552,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2024-10-30 17:40:46.000
65607,67977,Instalaciones,ACTIVE,Cartagena,SAN FRANCISCO,2025-02-27 13:55:19.000
39862,45141,Instalaciones,SUSPENDED,Barranquilla,SANTO DOMINGO DE GUZMAN,2024-11-08 19:09:43.000
59063,61962,Instalaciones,ACTIVE,Cartagena,LA MARIA,2025-01-31 21:56:14.000
39179,44570,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-11-06 13:39:57.000
59065,61960,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-31 21:58:15.000
46342,50739,Instalaciones,SUSPENDED,Barranquilla,EL BOSQUE,2024-12-07 14:39:11.000
55831,59252,Instalaciones,ACTIVE,Cartagena,CHIQUINQUIRA,2025-01-20 20:12:59.000
39047,44359,Instalaciones,SUSPENDED,Cartagena,VILLA HERMOSA SECTOR LA UNION,2024-11-05 18:01:04.000
21146,29037,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR LA PUNTILLA,2024-07-18 21:39:01.000
39827,45163,Instalaciones,ACTIVE,Cartagena,SAN FRANCISCO,2024-11-08 18:00:22.000
65608,67978,Instalaciones,ACTIVE,Cartagena,SAN JOSE DE LOS CAMPANOS,2025-02-27 13:56:57.000
39858,45164,Instalaciones,ACTIVE,Cartagena,LA MARIA,2024-11-08 19:05:29.000
50493,54547,Instalaciones,ACTIVE,Cartagena,VILLA ESTELA,2024-12-28 14:27:11.000
37782,43464,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-30 17:52:35.000
34287,40350,Instalaciones,SUSPENDED,Cartagena,VISTA HERMOSA,2024-10-15 16:35:09.000
37788,43438,Instalaciones,ACTIVE,Cartagena,PARAISO II,2024-10-30 18:02:31.000
37798,43508,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 18:25:18.000
37793,43555,Instalaciones,ACTIVE,Cartagena,LA ESPERANZA,2024-10-30 18:11:01.000
37797,43452,Instalaciones,ACTIVE,Cartagena,LA CANDELARIA,2024-10-30 18:24:55.000
37784,43466,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 17:55:55.000
39866,45171,Instalaciones,ACTIVE,Cartagena,LA MARIA,2024-11-08 19:19:46.000
58493,61408,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 20:14:03.000
65609,67979,Instalaciones,ACTIVE,Cartagena,PETARE,2025-02-27 13:59:29.000
65612,67981,Instalaciones,ACTIVE,Cartagena,JOSE OBRERO,2025-02-27 14:20:16.000
16494,25147,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-06-08 14:58:44.000
39876,45179,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-08 19:56:31.000
58494,61405,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 20:16:10.000
58495,61378,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2025-01-29 20:16:54.000
58496,61353,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-01-29 20:17:24.000
65614,67982,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2025-02-27 14:21:29.000
65616,67984,Instalaciones,ACTIVE,Cartagena,A.S.D,2025-02-27 14:25:32.000
50647,54708,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-12-29 18:19:50.000
58497,61376,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-29 20:17:52.000
64653,67088,Instalaciones,ACTIVE,Cartagena,LA MARIA,2025-02-23 18:16:10.000
37806,43556,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2024-10-30 18:35:21.000
65617,67992,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-02-27 14:28:49.000
37813,43454,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-10-30 18:58:55.000
39881,45180,Instalaciones,SUSPENDED,Barranquilla,SANTO DOMINGO DE GUZMAN,2024-11-08 20:16:56.000
39878,45212,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-08 20:03:21.000
58499,61356,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2025-01-29 20:23:38.000
19086,27043,Instalaciones,INACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-06-28 16:45:37.000
36248,42138,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-10-23 21:39:45.000
37816,43506,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-10-30 19:08:51.000
37827,43510,Instalaciones,ACTIVE,Barranquilla,CIUDADELA 20 DE JULIO,2024-10-30 19:23:02.000
39616,44916,Instalaciones,SUSPENDED,Cartagena,PETARE,2024-11-07 17:10:29.000
39883,45182,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-11-08 20:21:09.000
39884,45183,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2024-11-08 20:24:58.000
65619,67987,Instalaciones,ACTIVE,Cartagena,CIUDADELA 2000,2025-02-27 14:34:05.000
65620,67999,Instalaciones,ACTIVE,Barranquilla,SANTA MARIA,2025-02-27 14:37:31.000
37828,43511,Instalaciones,INACTIVE,Barranquilla,LA SIERRITA,2024-10-30 19:29:32.000
39891,45217,Instalaciones,SUSPENDED,Cartagena,SAN FRANCISCO,2024-11-08 20:40:49.000
39892,45190,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-08 20:42:51.000
19436,27398,Instalaciones,INACTIVE,Cartagena,OLAYA SECTOR PLAYA BLANCA,2024-07-03 18:59:40.000
39896,47101,Instalaciones,ACTIVE,Barranquilla,SANTODOMINGO,2024-11-08 20:47:16.000
39897,45191,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2024-11-08 20:48:05.000
58501,61423,Instalaciones,ACTIVE,Cartagena,CHIQUINQUIRA,2025-01-29 20:30:03.000
58502,61458,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2025-01-29 20:34:41.000
64797,67218,Instalaciones,ACTIVE,Barranquilla,SAN LUIS,2025-02-24 17:25:38.000
58505,61424,Instalaciones,ACTIVE,Cartagena,LO AMADOR,2025-01-29 20:38:08.000
37838,43567,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-10-30 20:12:28.000
37831,43524,Instalaciones,ACTIVE,Cartagena,VILLA ROSA,2024-10-30 19:38:10.000
